appid,name,developer,categories,genres,steamspy_tags
205550,Foreign Legion: Multi Massacre,Sakari Indie & GriN,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,Action;Indie;Casual,Action;Indie;Casual
205610,Port Royale 3,Gaming Minds Studios,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Simulation;Strategy,Strategy;Trading;Simulation
205650,The Testament of Sherlock Holmes,Frogwares,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure,Adventure;Detective;Point & Click
205690,1000 Amps,Brandon Brizzi,Single-player,Adventure;Indie,Indie;Platformer;Puzzle
205710,EverQuest,Daybreak Game Company,MMO,Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer
205730,Insanely Twisted Shadow Planet,Shadow Planet Productions,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Adventure;Indie
205810,Jagged Alliance: Crossfire,Coreplay GmbH,Single-player;Steam Achievements;Stats,RPG;Simulation;Strategy,Strategy;RPG;Simulation
205830,Luxor Evolved,MumboJumbo,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Casual,Casual;Action;Indie
205840,Yesterday,Pendulo Studios,Single-player,Adventure,Adventure;Point & Click;Mystery
205870,Auditorium,Cipher Prime Studios,Single-player,Indie;Casual,Indie;Casual;Music
205910,Tiny and Big: Grandpa's Leftovers,Black Pants Studio,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Indie;Physics;Platformer
205950,Jet Set Radio,Blit Software,Single-player;Full controller support,Action,Great Soundtrack;Classic;Action
205990,Warlock 2: The Exiled,Ino-Co Plus,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Fantasy;Turn-Based
206020,Avernum 4,Spiderweb Software,Single-player,RPG;Indie,RPG;Indie;Isometric
206040,Avernum 5,Spiderweb Software,Single-player,RPG;Indie,RPG;Indie;Isometric
206060,Avernum 6,Spiderweb Software,Single-player,RPG;Indie,RPG;Indie;Isometric
206190,Gunpoint,Suspicious Developments,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor,Action;Indie;Strategy,Stealth;Puzzle;Indie
206210,Gotham City Impostors Free to Play,"Monolith Productions, Inc.",Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play,Free to Play;Action;Multiplayer
206230,Clan of Champions,ACQUIRE Corp.,Single-player;Multi-player;Co-op,Action,Action
206250,Cladun X2 / クラシックダンジョンX2,System Prisma,Single-player,Action;Indie;RPG,RPG;Action;Indie
206370,Tales From Space: Mutant Blobs Attack,DrinkBox Studios,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Platformer;Action
206410,Crazy Machines Elements,Fakt Software,Single-player,Casual;Strategy,Casual;Strategy;Puzzle
206420,Saints Row IV,Deep Silver Volition,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure,Open World;Action;Comedy
206440,To the Moon,Freebird Games,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Story Rich;Great Soundtrack;Indie
206480,Dungeons & Dragons Online®,"Standing Stone Games, LLC",MMO,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;MMORPG
206500,AirMech Strike,Carbon Games,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats;Steam Leaderboards,Action;Free to Play;Indie;Strategy,Free to Play;Strategy;Multiplayer
206610,3SwitcheD,Reality Pump,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie,Casual;Indie;Match 3
206690,iBomber Defense Pacific,Cobra Mobile,Single-player,Casual;Indie;Strategy,Tower Defense;Strategy;Casual
207000,Alien Spidy,Enigma SP,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure
207020,Bang Bang Racing,Digital Reality Software & Playbox,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing,Racing;Arcade;Local Multiplayer
207080,Indie Game: The Movie,BlinkWorks Media,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Commentary available,Indie,Movie;Documentary;Indie
207140,SpeedRunners,DoubleDutch Games,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Casual;Indie;Racing;Sports,Multiplayer;Racing;Local Multiplayer
207170,Legend of Grimrock,Almost Human Games,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Adventure;Indie;RPG,Dungeon Crawler;RPG;Indie
207190,Fireburst,exDream,Single-player;Multi-player,Action;Adventure;Racing,Racing;Action;Adventure
207230,ArcheBlade™,CodeBrush Games,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Anime;Action
207250,Cubemen,3 Sprockets,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Tower Defense;Indie
207320,Ys: The Oath in Felghana,Nihon Falcom,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,Great Soundtrack;Action;JRPG
207350,Ys Origin,Nihon Falcom,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Great Soundtrack;JRPG
207370,eXceed - Gun Bullet Children,Flat Software,Single-player;Steam Trading Cards,Action;Indie,Bullet Hell;Anime;Shoot 'Em Up
207380,eXceed 2nd - Vampire REX,Tennen-sozai,Single-player;Steam Trading Cards,Action,Bullet Hell;Anime;Shoot 'Em Up
207400,eXceed 3rd - Jade Penetrate Black Package,Tennen-sozai,Single-player;Steam Trading Cards,Action,Bullet Hell;Anime;Shoot 'Em Up
207420,Wizorb,Tribute Games Inc.,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Arcade;Pixel Graphics
207430,"Hack, Slash, Loot",David Williamson,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;RPG,Rogue-like;Indie;RPG
207490,Rayman® Origins,UBIart Montpellier;Feral Interactive (Mac),Single-player;Shared/Split Screen;Full controller support,Action;Adventure,Platformer;Local Co-Op;2D
207530,Noitu Love 2: Devolution,Joakim Sandberg,Single-player;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Pixel Graphics
207570,English Country Tune,increpare games,Single-player;Steam Cloud,Indie;Casual,Puzzle;Indie;Casual
207650,A Virus Named TOM,Misfits Attic,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Indie;Puzzle;Action
207670,AVSEQ,Big Robot Ltd,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Music
207690,Botanicula,Amanita Design,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Point & Click;Adventure;Indie
207710,Bumbledore,Nimbly Games,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Indie;Casual;Strategy
207730,Arena Wars 2,ExDream GmbH,Single-player;Multi-player;Steam Achievements,Action;Strategy,Strategy;Action;RTS
207750,Symphony,Empty Clip Studios,Single-player;Steam Achievements,Action;Casual;Indie,Music;Indie;Action
207790,Jane's Advanced Strike Fighters,Trickstar Games,Single-player;Multi-player;Co-op,Simulation,Simulation;Arcade;Flight
207930,Sacred Citadel,Southend,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action,Action;Beat 'em up;Local Co-Op
208110,Myst V: End of Ages,Cyan Worlds,Single-player,Adventure;Casual,Adventure;Point & Click;Puzzle
208140,Endless Space® - Collection,AMPLITUDE Studios,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;4X;Space
208200,Doom 3: BFG Edition,id Software,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,FPS;Horror;Action
208400,Avernum: Escape From the Pit,Spiderweb Software,Single-player;Steam Achievements;Steam Cloud;Stats,Strategy;RPG;Indie,RPG;Indie;Isometric
208460,Tryst,BlueGiant Interactive,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie
208500,F1 2012™,Codemasters Birmingham,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Sports
208520,Omerta - City of Gangsters,Haemimont Games,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Strategy,Strategy;Crime;Simulation
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,"Obsidian Entertainment;Aspyr (Mac, Linux, & Windows Update)",Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,RPG,RPG;Star Wars;Story Rich
208600,Lunar Flight,Shovsoft,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Stats;Steam Leaderboards,Indie;Simulation,Simulation;VR;Indie
208620,Midnight Mysteries: Salem Witch Trials,MumboJumbo,Single-player;Steam Achievements,Adventure;Casual,Adventure;Casual;Hidden Object
208630,Midnight Mysteries 3: Devil on the Mississippi,MumboJumbo,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
208640,Midnight Mysteries 4: Haunted Houdini,MumboJumbo,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
208650,Batman™: Arkham Knight,Rocksteady Studios,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Batman;Action;Open World
208670,Blades of Time,Gaijin Entertainment Corporation,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Female Protagonist;Hack and Slash
208710,Colour Bind,Finn Morgan,Single-player;Shared/Split Screen;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,Indie;Action;Puzzle
208730,Game of Thrones,Cyanide Studios,Single-player;Steam Achievements;Full controller support,Action;RPG,RPG;Action;Fantasy
208750,Apotheon,Alientrap,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie;RPG,Action;Platformer;Mythology
209000,Batman™: Arkham Origins,WB Games Montreal;Splash Damage,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Batman;Open World
209060,Drunken Robot Pornography,"Dejobaan Games, LLC",Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Indie,FPS;Bullet Hell;Indie
209080,Guns of Icarus Online,Muse Games,Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats,Action;Adventure;Indie;Simulation,Steampunk;Team-Based;Multiplayer
209100,Resident Evil: Operation Raccoon City,Slant Six Games,Single-player;Multi-player;Co-op;Full controller support,Action,Action;Zombies;Multiplayer
209120,Street Fighter X Tekken,"Capcom U.S.A., Inc.",Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Action,Fighting;Action;Arcade
209160,Call of Duty®: Ghosts,Infinity Ward,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action
209190,Stealth Bastard Deluxe,Curve Studios,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Stealth;Platformer;Indie
209230,Sherlock Holmes and The Hound of The Baskervilles,Waterlily Games,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object
209330,A Valley Without Wind,"Arcen Games, LLC",Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Platformer;Action;Indie
209360,All Zombies Must Die!: Scorepocalypse ,Doublesix Games,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Zombies
209370,Analogue: A Hate Story,Love Conquers All Games,Single-player;Steam Achievements;Steam Cloud,Indie,Visual Novel;Indie;Anime
209390,Dungeonbowl - Knockout Edition,Cyanide Studio,Multi-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Sports;Strategy,Strategy;Sports;Fantasy
209520,Mini Motor Racing EVO,The Binary Mill,Single-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Racing,Racing;Indie;Casual
209540,Strike Suit Zero,Born Ready Games Ltd.,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Simulation,Space;Action;Mechs
209610,Roller Coaster Rampage,Pantera Entertainment,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Casual;Indie;Simulation,Simulation;Indie;Casual
209630,Magrunner: Dark Pulse,Frogwares,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Puzzle;Lovecraftian;Cyberpunk
209650,Call of Duty®: Advanced Warfare - Gold Edition,Sledgehammer Games;Raven Software,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action
209670,Cortex Command,Data Realms,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Strategy,Indie;Action;Strategy
209690,Fieldrunners,Subatomic Studios LLC,Single-player,Strategy;Indie;Casual,Tower Defense;Strategy;Indie
209730,R.A.W. Realms of Ancient War,Wizarbox,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;RPG,RPG;Action;Hack and Slash
209750,Cannon Fodder 3,Burut CT,Single-player;Co-op,Action,Action;Strategy
209790,Splice,Cipher Prime Studios,Single-player;Steam Achievements;Steam Cloud,Indie;Casual,Puzzle;Indie;Casual
209830,Lone Survivor: The Director's Cut,Jasper Byrne,Single-player;Steam Cloud,Action;Adventure;Indie;RPG;Simulation,Horror;Indie;Survival Horror
209850,Highborn,Jet Set Games,Single-player;Steam Achievements;Stats,Casual;Indie;Strategy,Casual;Strategy;Indie
209950,Triple Town,Spry Fox LLC,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Casual;Strategy;Puzzle
210170,Spirits,Spaces of Play,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Indie;Lemmings;Strategy
210230,Nancy Drew®: Tomb of the Lost Queen,HeR Interactive,Single-player,Adventure,Adventure;Point & Click;Female Protagonist
210770,Sanctum 2,Coffee Stain Studios,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Tower Defense;FPS;Co-op
210870,Cloudberry Kingdom™,Pwnee Studios,Single-player;Shared/Split Screen,Indie,Indie;Platformer;Local Co-Op
210950,Rune Classic,Human Head Studios,Single-player;Multi-player;Steam Achievements,Action;Adventure,Action;Adventure;Third Person
210970,The Witness,"Thekla, Inc.",Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie,Puzzle;Exploration;First-Person
211010,Alien Shooter 2 Conscription,Sigma Team Inc.,Single-player;Steam Trading Cards,Action;Indie;RPG,Action;Indie;RPG
211160,Viking: Battle for Asgard,"Creative Assembly, PC Port - Hardlight",Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure,Action;Adventure;Hack and Slash
211180,Unmechanical,Talawa Games,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie,Indie;Adventure;Casual
211260,They Bleed Pixels,Spooky Squid Games Inc.,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Difficult;Indie
211280,Primal Fears,DnS Development,Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Co-op
211340,Magical Diary: Horse Hall,Hanako Games,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Visual Novel;Dating Sim;Anime
211360,Offspring Fling!,Kyle Pulver,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Puzzle;Platformer
211400,Deadlight,"Tequila Works, S.L.",Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Zombies;Platformer;Indie
211440,Adventures of Shuggy,Smudged Cat Games Ltd,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Platformer;Indie;Puzzle
211500,RaceRoom Racing Experience,Sector3 Studios,Single-player;Multi-player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Racing;Simulation;Sports,Racing;Free to Play;Multiplayer
